Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
,23,Female,Few times a month,"['Beauty and Personal Care', 'others']",no,Few times a month,categories,Multiple pages,1,yes,Sometimes,Found a better price elsewhere,Rarely,no,Occasionally,yes,1,sometimes,3,2,Product recommendations,Product quality and accuracy
,15,Male,Once a month,"['Clothing and Fashion', 'others']",no,Few times a week,Keyword,First page,1,yes,Sometimes,others,Rarely,no,Heavily,sometimes,3,sometimes,3,2,Wide product selection,Product quality and accuracy
,39,Male,Less than once a month,"['Clothing and Fashion', 'others']",yes,Few times a month,Keyword,Multiple pages,2,yes,Often,Found a better price elsewhere,Sometimes,yes,Moderately,yes,3,sometimes,3,2,Wide product selection,Product quality and accuracy
,23,Female,Once a month,"['Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a month,categories,Multiple pages,4,yes,Sometimes,Found a better price elsewhere,Sometimes,no,Heavily,yes,3,sometimes,4,3,User-friendly website/app interface,Reducing packaging waste
,25,Female,Less than once a month,['Beauty and Personal Care'],no,Few times a week,Keyword,Multiple pages,5,yes,Sometimes,High shipping costs,Rarely,yes,Heavily,yes,3,yes,3,3,Competitive prices,Shipping speed and reliability
,37,Female,Multiple times a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a week,categories,Multiple pages,1,yes,Always,Changed my mind or no longer need the item,Often,yes,Heavily,yes,2,sometimes,3,2,Wide product selection,Reducing packaging waste
,23,Female,Few times a month,"['Beauty and Personal Care', 'Home and Kitchen']",no,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,no,3,no,2,2,Product recommendations,Reducing packaging waste
,23,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,Filter,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Rarely,sometimes,3,no,3,3,User-friendly website/app interface,Reducing packaging waste
,23,Female,Once a month,"['Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,Filter,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,no,3,no,3,3,Product recommendations,Reducing packaging waste
,23,Female,Once a week,['Beauty and Personal Care'],no,Few times a month,categories,Multiple pages,2,no,Often,Found a better price elsewhere,Sometimes,no,Occasionally,sometimes,3,no,3,2,Product recommendations,Customer service responsiveness
,21,Female,Once a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,Filter,Multiple pages,4,maybe,Sometimes,Found a better price elsewhere,Rarely,yes,Moderately,no,2,no,2,4,Competitive prices,Customer service responsiveness
,21,Female,Once a week,['Clothing and Fashion'],no,Few times a week,Filter,Multiple pages,3,no,Sometimes,Found a better price elsewhere,Sometimes,no,Moderately,no,4,yes,2,1,Product recommendations,Customer service responsiveness
,34,Female,Once a week,['Beauty and Personal Care'],no,Few times a week,Filter,Multiple pages,2,no,Sometimes,Found a better price elsewhere,Often,yes,Occasionally,no,2,no,3,2,Competitive prices,Customer service responsiveness
,23,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,Filter,Multiple pages,3,no,Sometimes,Found a better price elsewhere,Sometimes,no,Occasionally,no,3,no,3,1,Product recommendations,Customer service responsiveness
,23,Female,Once a week,['Beauty and Personal Care'],no,Few times a month,Filter,Multiple pages,3,no,Sometimes,Found a better price elsewhere,Sometimes,no,Occasionally,sometimes,3,no,3,2,Product recommendations,Reducing packaging waste
,23,Prefer not to say,Few times a month,['Clothing and Fashion'],no,Few times a month,categories,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,no,3,no,3,1,Competitive prices,Customer service responsiveness
,27,Female,Once a week,['Beauty and Personal Care'],no,Few times a month,categories,Multiple pages,2,no,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Rarely,sometimes,3,no,2,1,Wide product selection,Customer service responsiveness
,23,Female,Less than once a month,['others'],no,Rarely,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Never,yes,Occasionally,sometimes,3,sometimes,3,2,Wide product selection,Product quality and accuracy
,47,Female,Less than once a month,['Clothing and Fashion'],no,Rarely,categories,Multiple pages,1,maybe,Rarely,Changed my mind or no longer need the item,Always,no,Heavily,yes,5,sometimes,3,2,Product recommendations,Product quality and accuracy
,54,Male,Less than once a month,['others'],no,Rarely,Keyword,Multiple pages,1,yes,Often,Found a better price elsewhere,Never,yes,Heavily,yes,1,yes,3,3,Wide product selection,Product quality and accuracy
,46,Prefer not to say,Once a week,"['Beauty and Personal Care', 'Home and Kitchen']",no,Few times a month,Filter,Multiple pages,4,maybe,Rarely,Changed my mind or no longer need the item,Sometimes,no,Moderately,no,3,no,3,3,User-friendly website/app interface,Reducing packaging waste
,38,Female,Once a month,['others'],no,Few times a week,categories,Multiple pages,2,no,Sometimes,Found a better price elsewhere,Rarely,no,Moderately,yes,3,no,1,3,Competitive prices,Customer service responsiveness
,45,Female,Few times a month,"['Groceries and Gourmet Food', 'Home and Kitchen']",sometimes,Few times a week,Filter,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Always,yes,Moderately,no,1,no,2,2,Product recommendations,Reducing packaging waste
,34,Male,Once a week,['Clothing and Fashion'],yes,Few times a week,others,Multiple pages,4,no,Rarely,Changed my mind or no longer need the item,Often,yes,Occasionally,no,4,no,3,2,Product recommendations,Reducing packaging waste
,44,Female,Once a week,['Clothing and Fashion'],sometimes,Few times a month,categories,Multiple pages,2,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,no,5,sometimes,4,3,Competitive prices,Customer service responsiveness
,23,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a month,Filter,Multiple pages,2,no,Always,Changed my mind or no longer need the item,Sometimes,yes,Rarely,no,2,no,3,3,Competitive prices,Customer service responsiveness
,32,Female,Once a week,['Beauty and Personal Care'],yes,Few times a week,Filter,First page,3,no,Often,Changed my mind or no longer need the item,Sometimes,no,Moderately,no,4,no,4,5,Product recommendations,Customer service responsiveness
,23,Female,Once a week,['Beauty and Personal Care'],yes,Multiple times a day,Keyword,Multiple pages,3,yes,Always,Changed my mind or no longer need the item,Always,yes,Occasionally,yes,2,no,4,3,Product recommendations,Product quality and accuracy
,23,Female,Few times a month,['Clothing and Fashion'],no,Few times a week,Filter,First page,2,maybe,Always,Found a better price elsewhere,Often,yes,Rarely,no,2,no,3,2,Product recommendations,Customer service responsiveness
,23,Male,Once a week,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,Keyword,Multiple pages,1,yes,Always,Changed my mind or no longer need the item,Always,yes,Heavily,yes,1,yes,1,1,Wide product selection,Product quality and accuracy
,19,Female,Few times a month,['Clothing and Fashion'],no,Few times a week,categories,Multiple pages,2,yes,Often,Found a better price elsewhere,Always,yes,Moderately,yes,4,yes,2,2,User-friendly website/app interface,Customer service responsiveness
,23,Female,Less than once a month,"['Beauty and Personal Care', 'others']",no,Few times a month,Keyword,Multiple pages,5,yes,Sometimes,Found a better price elsewhere,Always,no,Heavily,yes,5,no,4,1,Wide product selection,Shipping speed and reliability
,23,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a week,Keyword,Multiple pages,3,no,Sometimes,Found a better price elsewhere,Always,yes,Moderately,no,2,yes,3,3,Product recommendations,Customer service responsiveness
,34,Male,Once a week,"['Beauty and Personal Care', 'Home and Kitchen']",yes,Few times a month,Filter,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Often,yes,Occasionally,no,3,no,3,3,Product recommendations,Customer service responsiveness
,34,Female,Once a week,['Clothing and Fashion'],no,Few times a week,Keyword,Multiple pages,3,no,Sometimes,Found a better price elsewhere,Sometimes,no,Rarely,sometimes,3,no,2,4,Product recommendations,Reducing packaging waste
,34,Female,Once a month,"['Home and Kitchen', 'others']",no,Few times a week,Keyword,Multiple pages,4,yes,Often,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,no,4,4,Wide product selection,Product quality and accuracy
,23,Prefer not to say,Few times a month,['Beauty and Personal Care'],no,Few times a week,categories,Multiple pages,3,no,Often,Found a better price elsewhere,Often,no,Occasionally,no,2,yes,2,3,Wide product selection,Customer service responsiveness
,45,Female,Once a week,['Clothing and Fashion'],sometimes,Rarely,Keyword,Multiple pages,2,maybe,Always,High shipping costs,Rarely,yes,Moderately,no,3,sometimes,2,3,Competitive prices,Customer service responsiveness
,23,Female,Once a week,['Groceries and Gourmet Food'],yes,Few times a week,Filter,First page,3,no,Always,Changed my mind or no longer need the item,Rarely,yes,Rarely,sometimes,2,no,2,1,Competitive prices,Shipping speed and reliability
,34,Female,Once a week,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,Filter,First page,2,no,Sometimes,Changed my mind or no longer need the item,Often,yes,Moderately,no,3,sometimes,3,3,Competitive prices,Customer service responsiveness
,37,Female,Once a week,['Beauty and Personal Care'],no,Few times a week,categories,First page,2,yes,Always,Found a better price elsewhere,Often,no,Occasionally,no,3,no,3,3,Product recommendations,Reducing packaging waste
,34,Female,Once a week,['Clothing and Fashion'],no,Few times a week,Filter,Multiple pages,2,no,Sometimes,Changed my mind or no longer need the item,Often,yes,Occasionally,no,2,no,3,2,Competitive prices,Customer service responsiveness
,23,Others,Once a month,['Groceries and Gourmet Food'],sometimes,Few times a week,Filter,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Never,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,45,Female,Once a week,['others'],no,Rarely,Keyword,Multiple pages,2,no,Sometimes,others,Often,no,Occasionally,no,3,no,3,3,User-friendly website/app interface,Reducing packaging waste
,26,Male,Less than once a month,['Clothing and Fashion'],yes,Few times a week,Keyword,Multiple pages,5,yes,Rarely,Found a better price elsewhere,Rarely,yes,Never,yes,3,yes,1,3,Wide product selection,User interface 
,34,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a week,categories,Multiple pages,2,no,Often,Changed my mind or no longer need the item,Often,no,Moderately,no,2,no,2,4,Competitive prices,Customer service responsiveness
,21,Prefer not to say,Once a week,"['Beauty and Personal Care', 'Clothing and Fashion']",yes,Few times a week,Filter,Multiple pages,3,no,Rarely,Changed my mind or no longer need the item,Rarely,yes,Occasionally,no,3,no,3,5,Product recommendations,Product quality and accuracy
,23,Prefer not to say,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,Keyword,Multiple pages,3,yes,Sometimes,Found a better price elsewhere,Often,no,Moderately,no,4,sometimes,3,3,Product recommendations,Customer service responsiveness
,41,Male,Multiple times a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",no,Multiple times a day,Keyword,Multiple pages,1,maybe,Often,Changed my mind or no longer need the item,Never,yes,Heavily,yes,3,yes,3,4,Wide product selection,Irrelevant product suggestions
,32,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",sometimes,Few times a week,Filter,Multiple pages,4,maybe,Rarely,Found a better price elsewhere,Sometimes,no,Occasionally,no,3,no,3,3,Competitive prices,Customer service responsiveness
,23,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a week,Filter,Multiple pages,3,maybe,Rarely,Found a better price elsewhere,Sometimes,no,Occasionally,no,4,sometimes,3,3,Competitive prices,Shipping speed and reliability
,22,Female,Multiple times a week,['Beauty and Personal Care'],yes,Few times a week,Keyword,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Always,no,Occasionally,sometimes,4,sometimes,3,4,Product recommendations,Product quality and accuracy
,48,Female,Multiple times a week,['Clothing and Fashion'],yes,Rarely,Keyword,First page,4,no,Rarely,High shipping costs,Rarely,no,Moderately,no,1,sometimes,2,2,Wide product selection,Shipping speed and reliability
,32,Male,Few times a month,['Groceries and Gourmet Food'],yes,Few times a week,Filter,Multiple pages,3,maybe,Rarely,Found a better price elsewhere,Sometimes,yes,Occasionally,yes,3,sometimes,3,3,Competitive prices,Customer service responsiveness
,28,Prefer not to say,Few times a month,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,High shipping costs,Sometimes,no,Occasionally,sometimes,3,no,3,3,Product recommendations,Reducing packaging waste
,23,Female,Once a week,['Beauty and Personal Care'],yes,Few times a week,Filter,First page,3,maybe,Rarely,Changed my mind or no longer need the item,Rarely,no,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,23,Female,Few times a month,['Beauty and Personal Care'],no,Few times a week,categories,First page,3,yes,Rarely,Changed my mind or no longer need the item,Always,yes,Occasionally,no,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,26,Female,Multiple times a week,['Clothing and Fashion'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,no,4,sometimes,3,3,Competitive prices,Reducing packaging waste
,34,Female,Multiple times a week,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Moderately,sometimes,4,sometimes,3,3,User-friendly website/app interface,Reducing packaging waste
,23,Female,Multiple times a week,['Beauty and Personal Care'],sometimes,Few times a week,Filter,First page,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Heavily,yes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,22,Female,Once a week,['Clothing and Fashion'],sometimes,Few times a month,Filter,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,32,Prefer not to say,Once a month,['Clothing and Fashion'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Never,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,3,sometimes,3,4,Product recommendations,Reducing packaging waste
,47,Female,Once a month,['Clothing and Fashion'],no,Multiple times a day,categories,Multiple pages,2,yes,Often,High shipping costs,Sometimes,yes,Moderately,yes,3,sometimes,2,3,User-friendly website/app interface,Shipping speed and reliability
,22,Female,Few times a month,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,yes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,47,Male,Few times a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a week,Filter,Multiple pages,2,yes,Often,Changed my mind or no longer need the item,Often,no,Moderately,no,3,yes,2,2,Competitive prices,Product quality and accuracy
,22,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",no,Multiple times a day,Keyword,Multiple pages,1,yes,Sometimes,Found a better price elsewhere,Often,no,Heavily,yes,1,sometimes,2,1,Competitive prices,Customer service responsiveness
,45,Prefer not to say,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care']",sometimes,Rarely,others,First page,5,maybe,Never,others,Never,no,Never,sometimes,5,sometimes,5,5,User-friendly website/app interface,Product quality and accuracy
,21,Male,Less than once a month,['others'],sometimes,Rarely,others,First page,4,maybe,Rarely,Changed my mind or no longer need the item,Rarely,no,Rarely,no,4,sometimes,4,4,Wide product selection,Shipping speed and reliability
,27,Others,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a month,categories,Multiple pages,2,no,Often,Found a better price elsewhere,Often,yes,Heavily,no,2,yes,2,2,Wide product selection,Product quality and accuracy
,37,Male,Less than once a month,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']",sometimes,Few times a week,Keyword,Multiple pages,1,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Heavily,sometimes,2,sometimes,2,1,Wide product selection,Customer service responsiveness
,33,Female,Multiple times a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a month,categories,Multiple pages,1,yes,Always,Changed my mind or no longer need the item,Often,yes,Moderately,yes,2,no,3,2,Wide product selection,Reducing packaging waste
,22,Others,Once a week,['Beauty and Personal Care'],no,Few times a month,categories,First page,3,no,Often,Changed my mind or no longer need the item,Often,no,Occasionally,no,2,no,2,3,Product recommendations,Customer service responsiveness
,25,Male,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Multiple times a day,Filter,Multiple pages,3,no,Often,Changed my mind or no longer need the item,Often,no,Moderately,no,3,no,3,3,Wide product selection,Product quality and accuracy
,28,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Multiple times a day,Keyword,Multiple pages,1,yes,Often,Found a better price elsewhere,Often,no,Moderately,yes,1,yes,1,1,Product recommendations,Customer service responsiveness
,17,Prefer not to say,Few times a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",no,Rarely,Filter,First page,3,no,Often,Changed my mind or no longer need the item,Never,no,Never,sometimes,5,sometimes,5,5,User-friendly website/app interface,Shipping speed and reliability
,16,Male,Once a month,"['Clothing and Fashion', 'others']",no,Rarely,Keyword,First page,4,no,Sometimes,Changed my mind or no longer need the item,Rarely,no,Heavily,no,4,no,4,4,User-friendly website/app interface,Customer service responsiveness
,32,Male,Less than once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']",yes,Multiple times a day,Keyword,Multiple pages,1,maybe,Often,Changed my mind or no longer need the item,Often,no,Moderately,sometimes,2,sometimes,2,1,Wide product selection,Customer service responsiveness
,27,Female,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,categories,Multiple pages,1,yes,Sometimes,Changed my mind or no longer need the item,Often,no,Heavily,no,1,no,2,2,Wide product selection,Product quality and accuracy
,18,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a week,Keyword,Multiple pages,2,no,Often,High shipping costs,Often,yes,Heavily,sometimes,1,no,2,2,Competitive prices,Shipping speed and reliability
,37,Male,Less than once a month,['others'],no,Rarely,others,First page,3,no,Often,Changed my mind or no longer need the item,Never,no,Heavily,sometimes,4,yes,4,4,Wide product selection,Product quality and accuracy
,28,Male,Once a month,['Clothing and Fashion'],yes,Few times a week,categories,Multiple pages,1,no,Sometimes,others,Sometimes,yes,Heavily,yes,2,sometimes,3,3,Product recommendations,Product quality and accuracy
,48,Female,Less than once a month,['Beauty and Personal Care'],sometimes,Rarely,categories,First page,5,yes,Always,Found a better price elsewhere,Rarely,no,Occasionally,yes,3,yes,3,2,Competitive prices,Shipping speed and reliability
,50,Female,Multiple times a week,['Home and Kitchen'],yes,Multiple times a day,others,Multiple pages,3,yes,Sometimes,Found a better price elsewhere,Always,yes,Moderately,yes,2,yes,3,3,Wide product selection,Product quality and accuracy
,24,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,Keyword,Multiple pages,1,yes,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Heavily,yes,3,sometimes,3,2,Competitive prices,User interface of app
,40,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']",no,Few times a week,categories,First page,1,no,Always,Found a better price elsewhere,Sometimes,no,Never,sometimes,5,sometimes,3,4,Product recommendations,Product quality and accuracy
,25,Female,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Multiple times a day,Filter,Multiple pages,1,yes,Always,High shipping costs,Always,yes,Heavily,yes,1,yes,1,3,Quick delivery,Reducing packaging waste
,31,Male,Once a week,"['Beauty and Personal Care', 'Home and Kitchen', 'others']",no,Multiple times a day,Keyword,Multiple pages,4,yes,Always,Changed my mind or no longer need the item,Sometimes,yes,Heavily,yes,2,yes,3,1,Competitive prices,Product quality and accuracy
,18,Female,Once a month,['Clothing and Fashion'],no,Few times a month,Keyword,Multiple pages,2,no,Sometimes,Changed my mind or no longer need the item,Always,yes,Heavily,yes,1,yes,5,3,User-friendly website/app interface,Shipping speed and reliability
,26,Female,Once a week,['Beauty and Personal Care'],yes,Few times a month,categories,Multiple pages,1,yes,Often,Found a better price elsewhere,Sometimes,yes,Moderately,yes,1,yes,1,1,Wide product selection,Product quality and accuracy
,16,Female,Less than once a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,Keyword,Multiple pages,1,yes,Often,others,Rarely,yes,Heavily,sometimes,1,sometimes,3,3,Wide product selection,Product quality and accuracy
,18,Male,Once a week,"['Beauty and Personal Care', 'Clothing and Fashion']",sometimes,Multiple times a day,categories,First page,3,no,Often,Found a better price elsewhere,Sometimes,no,Moderately,no,3,no,3,2,Competitive prices,Reducing packaging waste
,40,Male,Less than once a month,"['Home and Kitchen', 'others']",no,Few times a week,Keyword,Multiple pages,3,no,Often,Found a better price elsewhere,Often,no,Moderately,no,2,no,2,2,Competitive prices,Product quality and accuracy
,19,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",yes,Multiple times a day,Keyword,Multiple pages,1,maybe,Often,Found a better price elsewhere,Often,yes,Heavily,yes,1,yes,1,1,Wide product selection,Customer service responsiveness
,16,Prefer not to say,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a week,Filter,Multiple pages,2,yes,Sometimes,Changed my mind or no longer need the item,Often,no,Moderately,sometimes,2,no,1,1,User-friendly website/app interface,Shipping speed and reliability
,43,Male,Less than once a month,"['Groceries and Gourmet Food', 'Home and Kitchen']",no,Rarely,Keyword,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,no,Occasionally,sometimes,1,sometimes,3,2,Wide product selection,Customer service responsiveness
,25,Prefer not to say,Once a week,"['Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Often,no,Occasionally,no,4,no,2,3,Competitive prices,Reducing packaging waste
,22,Female,Once a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']",sometimes,Multiple times a day,Keyword,Multiple pages,1,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Moderately,yes,1,sometimes,2,1,Competitive prices,Product quality and accuracy
,17,Prefer not to say,Once a month,"['Clothing and Fashion', 'others']",sometimes,Few times a month,categories,First page,3,no,Often,Changed my mind or no longer need the item,Often,no,Moderately,sometimes,4,sometimes,4,4,Wide product selection,Customer service responsiveness
,34,Male,Less than once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Multiple times a day,Keyword,Multiple pages,1,yes,Often,Changed my mind or no longer need the item,Often,yes,Heavily,sometimes,1,yes,1,1,Competitive prices,Customer service responsiveness
,30,Prefer not to say,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a month,others,First page,4,maybe,Sometimes,High shipping costs,Often,no,Moderately,sometimes,2,sometimes,4,3,User-friendly website/app interface,Reducing packaging waste
,31,Others,Once a month,['Home and Kitchen'],sometimes,Few times a week,Filter,First page,3,no,Often,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,4,no,2,2,Wide product selection,Reducing packaging waste
,31,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,categories,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Often,no,Moderately,no,2,no,2,2,Competitive prices,Shipping speed and reliability
,34,Prefer not to say,Multiple times a week,['Beauty and Personal Care'],yes,Multiple times a day,Keyword,Multiple pages,1,yes,Always,High shipping costs,Always,yes,Heavily,yes,5,yes,5,5,Wide product selection,Product quality and accuracy
,26,Female,Once a month,['Clothing and Fashion'],no,Few times a week,categories,Multiple pages,1,yes,Always,High shipping costs,Often,yes,Moderately,yes,1,yes,1,3,User-friendly website/app interface,Product quality and accuracy
,26,Male,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Multiple times a day,Keyword,Multiple pages,1,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Heavily,yes,1,sometimes,1,1,Product recommendations,Customer service responsiveness
,24,Prefer not to say,Less than once a month,"['Clothing and Fashion', 'others']",sometimes,Rarely,others,First page,4,maybe,Rarely,Changed my mind or no longer need the item,Rarely,no,Rarely,no,4,sometimes,4,4,Product recommendations,Customer service responsiveness
,26,Female,Once a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a week,categories,Multiple pages,3,maybe,Rarely,Changed my mind or no longer need the item,Rarely,no,Rarely,sometimes,4,no,4,3,Competitive prices,Customer service responsiveness
,29,Male,Less than once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']",sometimes,Few times a week,Keyword,Multiple pages,1,yes,Sometimes,Changed my mind or no longer need the item,Rarely,no,Moderately,sometimes,3,sometimes,2,1,Product recommendations,Reducing packaging waste
,37,Prefer not to say,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",yes,Multiple times a day,Filter,First page,2,yes,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,3,no,3,2,User-friendly website/app interface,Product quality and accuracy
,34,Others,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,Filter,First page,3,maybe,Often,Changed my mind or no longer need the item,Often,no,Moderately,yes,3,no,3,3,User-friendly website/app interface,Customer service responsiveness
,31,Female,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Few times a week,Keyword,Multiple pages,1,maybe,Often,Found a better price elsewhere,Often,no,Heavily,yes,2,sometimes,3,1,Competitive prices,Customer service responsiveness
,27,Male,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a month,categories,First page,3,yes,Always,Changed my mind or no longer need the item,Often,no,Moderately,yes,2,yes,2,2,Product recommendations,Customer service responsiveness
,23,Male,Once a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a month,categories,First page,3,no,Sometimes,Found a better price elsewhere,Sometimes,no,Occasionally,no,2,yes,1,2,Wide product selection,Product quality and accuracy
,21,Prefer not to say,Once a month,"['Beauty and Personal Care', 'Home and Kitchen', 'others']",sometimes,Few times a month,categories,First page,3,maybe,Always,Found a better price elsewhere,Often,yes,Heavily,yes,2,no,2,2,Wide product selection,Customer service responsiveness
,53,Male,Less than once a month,"['Groceries and Gourmet Food', 'Home and Kitchen']",yes,Few times a week,Keyword,Multiple pages,2,yes,Often,Found a better price elsewhere,Often,no,Moderately,sometimes,1,sometimes,2,1,Wide product selection,Customer service responsiveness
,26,Prefer not to say,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'others']",no,Few times a week,Keyword,Multiple pages,2,maybe,Often,Changed my mind or no longer need the item,Often,yes,Occasionally,yes,3,sometimes,2,2,Competitive prices,Shipping speed and reliability
